FID_1,FID_1_1,FID_,FID_base_t,x_s,y_s,x_e,y_e,FID_2,OBJECTID,FID_市界,NAME,ADMINCODE,KIND,CITYCODE,PROVINCENA,FID_gis_os,osm_id,code,fclass,name_1,ref,oneway,maxspeed,layer,bridge,tunnel,road_len
136,168,168,5020,113.3418756860 ,23.1141750519 ,113.3419295450 ,23.1147660142 ,865,958,1,,440183,137,440100,4??,56160,80912584,5115,tertiary,平江路, ,F,0,0,F,F,27.85395031
137,350,350,5021,113.3419295450 ,23.1147660142 ,113.3420661620 ,23.1166228119 ,865,958,1,,440183,137,440100,4??,56160,80912584,5115,tertiary,平江路, ,F,0,0,F,F,204.4948357
138,370,370,5022,113.3420661620 ,23.1166228119 ,113.3420891040 ,23.1168362840 ,865,958,1,,440183,137,440100,4??,56160,80912584,5115,tertiary,平江路, ,F,0,0,F,F,23.57164409
139,623,623,5023,113.3420891040 ,23.1168362840 ,113.3422107550 ,23.1186168412 ,865,958,1,,440183,137,440100,4??,56160,80912584,5115,tertiary,平江路, ,F,0,0,F,F,23.57164409
140,702,702,5024,113.3422107550 ,23.1186168412 ,113.3423025120 ,23.1196614530 ,865,958,1,,440183,137,440100,4??,56160,80912584,5115,tertiary,平江路, ,F,0,0,F,F,196.0351731
141,734,734,5480,113.3423025120 ,23.1196614530 ,113.3423324360 ,23.1199492828 ,865,958,1,,440183,137,440100,4??,56160,80912584,5115,tertiary,平江路, ,F,0,0,F,F,31.77206111
142,578,578,5124,113.3378171490 ,23.1185217634 ,113.3377942850 ,23.1171814532 ,866,959,1,,440183,137,440100,4??,56161,80912585,5115,tertiary, , ,B,0,0,F,F,147.2895411
143,508,508,7948,113.3330046880 ,23.1180062724 ,113.3330196840 ,23.1176212018 ,867,960,1,,440183,137,440100,4??,56162,80912586,5115,tertiary, , ,B,0,0,F,F,42.3384041
144,629,629,7938,113.3330735500 ,23.1180023452 ,113.3330585360 ,23.1186506083 ,867,960,1,,440183,137,440100,4??,56162,80912586,5115,tertiary, , ,B,0,0,F,F,71.24642465
145,630,630,7947,113.3329816890 ,23.1186603482 ,113.3330046880 ,23.1180062724 ,867,960,1,,440183,137,440100,4??,56162,80912586,5115,tertiary, , ,B,0,0,F,F,31.63201662
146,642,642,7939,113.3330585360 ,23.1186506083 ,113.3330585170 ,23.1189346923 ,867,960,1,,440183,137,440100,4??,56162,80912586,5115,tertiary, , ,B,0,0,F,F,31.21465029
147,643,643,7946,113.3329816700 ,23.1189482306 ,113.3329816890 ,23.1186603482 ,867,960,1,,440183,137,440100,4??,56162,80912586,5115,tertiary, , ,B,0,0,F,F,83.22776659
148,666,666,7940,113.3330585170 ,23.1189346923 ,113.3330355370 ,23.1193179788 ,867,960,1,,440183,137,440100,4??,56162,80912586,5115,tertiary, , ,B,0,0,F,F,42.17952655
149,712,712,7945,113.3329516780 ,23.1197051777 ,113.3329816700 ,23.1189482306 ,867,960,1,,440183,137,440100,4??,56162,80912586,5115,tertiary, , ,B,0,0,F,F,76.05451772
150,716,716,7941,113.3330355370 ,23.1193179788 ,113.3330195410 ,23.1197317398 ,867,960,1,,440183,137,440100,4??,56162,80912586,5115,tertiary, , ,B,0,0,F,F,45.49232988
151,743,743,7942,113.3330195410 ,23.1197317398 ,113.3330125320 ,23.1200692152 ,867,960,1,,440183,137,440100,4??,56162,80912586,5115,tertiary, , ,B,0,0,F,F,45.49232988
152,779,779,7943,113.3330125320 ,23.1200692152 ,113.3330045260 ,23.1203932980 ,867,960,1,,440183,137,440100,4??,56162,80912586,5115,tertiary, , ,B,0,0,F,F,37.08796842
153,781,781,7943,113.3330125320 ,23.1200692152 ,113.3330045260 ,23.1203932980 ,867,960,1,,440183,137,440100,4??,56162,80912586,5115,tertiary, , ,B,0,0,F,F,37.08796842
154,364,364,5003,113.3152800900 ,23.1166406605 ,113.3136124910 ,23.1167638572 ,870,963,1,,440183,137,440100,4??,56165,80912591,5114,secondary,临江大道, ,F,0,0,F,F,45.5132968
155,369,369,5005,113.3134528140 ,23.1168099387 ,113.3131863560 ,23.1168180362 ,870,963,1,,440183,137,440100,4??,56165,80912591,5114,secondary,临江大道, ,F,0,0,F,F,16.99994344
156,372,372,5006,113.3131863560 ,23.1168180362 ,113.3126684090 ,23.1168418984 ,870,963,1,,440183,137,440100,4??,56165,80912591,5114,secondary,临江大道, ,F,0,0,F,F,52.70539132
157,388,388,5760,113.3131863560 ,23.1168180362 ,113.3130266690 ,23.1170051595 ,870,963,1,,440183,137,440100,4??,56165,80912591,5114,secondary,临江大道, ,F,0,0,F,F,52.70539132
158,1174,1174,106,113.3573516770 ,23.1224893676 ,113.3576343150 ,23.1215776314 ,1308,1401,1,,440183,137,440100,4??,83194,102596661,5114,secondary,员村二横路, ,F,0,0,F,F,109.1162067
159,1275,1275,105,113.3571159670 ,23.1234582150 ,113.3573516770 ,23.1224893676 ,1308,1401,1,,440183,137,440100,4??,83194,102596661,5114,secondary,员村二横路, ,F,0,0,F,F,109.1162067
160,1450,1450,104,113.3567344440 ,23.1249554625 ,113.3571159670 ,23.1234582150 ,1308,1401,1,,440183,137,440100,4??,83194,102596661,5114,secondary,员村二横路, ,F,0,0,F,F,53.39635573
161,1461,1461,8715,113.3568033590 ,23.1246655795 ,113.3559507130 ,23.1240280921 ,1308,1401,1,,440183,137,440100,4??,83194,102596661,5114,secondary,员村二横路, ,F,0,0,F,F,111.4207469
162,1521,1521,104,113.3567344440 ,23.1249554625 ,113.3571159670 ,23.1234582150 ,1308,1401,1,,440183,137,440100,4??,83194,102596661,5114,secondary,员村二横路, ,F,0,0,F,F,53.39635573
163,1619,1619,103,113.3566435500 ,23.1254341013 ,113.3567344440 ,23.1249554625 ,1308,1401,1,,440183,137,440100,4??,83194,102596661,5114,secondary,员村二横路, ,F,0,0,F,F,23.09552282
164,1673,1673,102,113.3566285590 ,23.1256438382 ,113.3566435500 ,23.1254341013 ,1308,1401,1,,440183,137,440100,4??,83194,102596661,5114,secondary,员村二横路, ,F,0,0,F,F,6.346848543
165,55,55,4960,113.3545497370 ,23.1119540281 ,113.3541913080 ,23.1119506745 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,36.43144229
166,56,56,4959,113.3546715410 ,23.1119900288 ,113.3545497370 ,23.1119540281 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,12.99644266
167,57,57,4961,113.3541913080 ,23.1119506745 ,113.3526298310 ,23.1120332507 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,158.9627691
168,58,58,4958,113.3548312840 ,23.1120603585 ,113.3546715410 ,23.1119900288 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,8.046166946
169,61,61,4962,113.3526298310 ,23.1120332507 ,113.3516853890 ,23.1120842150 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,96.15332758
170,63,63,4957,113.3549001730 ,23.1120964397 ,113.3548312840 ,23.1120603585 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,8.107976012
171,64,64,4963,113.3516853890 ,23.1120842150 ,113.3516015270 ,23.1120977422 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,96.15332758
172,72,72,4964,113.3516015270 ,23.1120977422 ,113.3514038550 ,23.1121381394 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,20.57532273
173,74,74,4965,113.3514038550 ,23.1121381394 ,113.3512131680 ,23.1122223083 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,20.57532273
174,80,80,4966,113.3512131680 ,23.1122223083 ,113.3510534320 ,23.1122854372 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,17.65481922
175,86,86,4967,113.3510534320 ,23.1122854372 ,113.3508936960 ,23.1123600620 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,17.65481922
176,89,89,4968,113.3508936960 ,23.1123600620 ,113.3505502620 ,23.1125608305 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,18.188247
177,96,96,4969,113.3505502620 ,23.1125608305 ,113.3501998430 ,23.1127615129 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,41.88898514
178,98,98,4970,113.3501998430 ,23.1127615129 ,113.3499642380 ,23.1128553556 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,26.07168445
179,154,154,5095,113.3379012790 ,23.1142298678 ,113.3379012650 ,23.1144300857 ,1311,1404,1,,440183,137,440100,4??,83197,102596665,5114,secondary,临江大道, ,F,0,0,F,F,21.99977851
180,163,163,84,113.3579543420 ,23.1141967906 ,113.3580082300 ,23.1146638219 ,1312,1405,1,,440183,137,440100,4??,83198,102596667,5122,residential, , ,B,0,0,F,F,51.60846104
181,2218,2218,5685,113.3423857630 ,23.1283323841 ,113.3426752260 ,23.1282918916 ,1316,1409,1,,440183,137,440100,4??,83202,102596671,5112,trunk,黄埔大道西, ,F,0,0,F,F,19.54090588
182,2222,2222,5684,113.3421951180 ,23.1283556106 ,113.3423857630 ,23.1283323841 ,1316,1409,1,,440183,137,440100,4??,83202,102596671,5112,trunk,黄埔大道西, ,F,0,0,F,F,48.99528907
183,2248,2248,5680,113.3403745420 ,23.1285723576 ,113.3405422290 ,23.1284862925 ,1316,1409,1,,440183,137,440100,4??,83202,102596671,5112,trunk,黄埔大道西, ,F,0,0,F,F,19.48855434
184,2263,2263,5679,113.3385929540 ,23.1286594328 ,113.3403745420 ,23.1285723576 ,1316,1409,1,,440183,137,440100,4??,83202,102596671,5112,trunk,黄埔大道西, ,F,0,0,F,F,181.2990756
185,324,324,5390,113.3226648990 ,23.1163425002 ,113.3226269730 ,23.1164054471 ,1317,1410,1,,440183,137,440100,4??,83203,102596672,5114,secondary,冼村路, ,F,0,0,F,F,9.140567539
186,327,327,5391,113.3226269730 ,23.1164054471 ,113.3225820600 ,23.1164856002 ,1317,1410,1,,440183,137,440100,4??,83203,102596672,5114,secondary,冼村路, ,F,0,0,F,F,7.918054506
187,342,342,5392,113.3225820600 ,23.1164856002 ,113.3225511190 ,23.1165619282 ,1317,1410,1,,440183,137,440100,4??,83203,102596672,5114,secondary,冼村路, ,F,0,0,F,F,9.919733011
188,351,351,5393,113.3225511190 ,23.1165619282 ,113.3225361440 ,23.1166363264 ,1317,1410,1,,440183,137,440100,4??,83203,102596672,5114,secondary,冼村路, ,F,0,0,F,F,8.956984724
189,391,391,5394,113.3225361440 ,23.1166363264 ,113.3225281330 ,23.1170500723 ,1317,1410,1,,440183,137,440100,4??,83203,102596672,5114,secondary,冼村路, ,F,0,0,F,F,45.46914561
190,1884,1884,6517,113.3536042670 ,23.1263291028 ,113.3537110940 ,23.1263289386 ,1318,1411,1,,440183,137,440100,4??,83204,102596673,5134,secondary_link, , ,F,0,0,F,F,10.85617011
191,314,314,4999,113.3223226170 ,23.1161696262 ,113.3200542880 ,23.1163074094 ,1319,1412,1,,440183,137,440100,4??,83205,102596674,5114,secondary,新中轴隧道, ,F,0,-2,F,T,42.70507203
192,347,347,5385,113.3156992310 ,23.1166398671 ,113.3157601100 ,23.1165786767 ,1319,1412,1,,440183,137,440100,4??,83205,102596674,5114,secondary,新中轴隧道, ,F,0,-2,F,T,4.144951367
193,352,352,5385,113.3156992310 ,23.1166398671 ,113.3157601100 ,23.1165786767 ,1319,1412,1,,440183,137,440100,4??,83205,102596674,5114,secondary,新中轴隧道, ,F,0,-2,F,T,4.144951367
194,10,10,6431,113.3682333400 ,23.1057357158 ,113.3681954270 ,23.1050951234 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,58.14933622
195,18,18,6430,113.3682712610 ,23.1062637548 ,113.3682333400 ,23.1057357158 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,58.14933622
196,26,26,6429,113.3683021810 ,23.1069119522 ,113.3682712610 ,23.1062637548 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,71.29379396
197,36,36,6428,113.3683550500 ,23.1079433670 ,113.3683021810 ,23.1069119522 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,218.4598168
198,45,45,6427,113.3684847670 ,23.1099279036 ,113.3683550500 ,23.1079433670 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,218.4598168
199,47,47,6426,113.3684997180 ,23.1103854985 ,113.3684847670 ,23.1099279036 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,346.0367466
200,50,50,6265,113.3686216120 ,23.1099334494 ,113.3686984600 ,23.1108828732 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,104.6147214
201,93,93,6266,113.3686984600 ,23.1108828732 ,113.3688042200 ,23.1126558271 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,104.6147214
202,129,129,6267,113.3688042200 ,23.1126558271 ,113.3689419060 ,23.1149931160 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,100.1599835
203,162,162,6424,113.3687591340 ,23.1146463594 ,113.3686982730 ,23.1136073531 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,48.44159329
204,183,183,6267,113.3688042200 ,23.1126558271 ,113.3689419060 ,23.1149931160 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,100.1599835
205,189,189,6423,113.3687810790 ,23.1150867545 ,113.3687591340 ,23.1146463594 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,48.44159329
206,300,300,6422,113.3688349450 ,23.1161658529 ,113.3687810790 ,23.1150867545 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,118.6964907
207,432,432,6421,113.3688198820 ,23.1173288934 ,113.3688349450 ,23.1161658529 ,1927,2028,1,,440183,137,440100,4??,113887,118334696,5112,trunk,琶洲大桥, ,F,60,2,T,F,127.8025315
208,621,621,6272,113.3689646960 ,23.1176756924 ,113.3689796150 ,23.1186136926 ,1940,2041,1,,440183,137,440100,4??,113900,118334748,5112,trunk,科韵路, ,F,0,0,F,F,125.4961136
209,714,714,6273,113.3689796150 ,23.1186136926 ,113.3690324800 ,23.1197194832 ,1940,2041,1,,440183,137,440100,4??,113900,118334748,5112,trunk,科韵路, ,F,0,0,F,F,103.077105
210,1049,1049,6412,113.3692840020 ,23.1226324222 ,113.3692310930 ,23.1221539744 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,90.18617742
211,1151,1151,6412,113.3692840020 ,23.1226324222 ,113.3692310930 ,23.1221539744 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,90.18617742
212,1214,1214,6412,113.3692840020 ,23.1226324222 ,113.3692310930 ,23.1221539744 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,90.18617742
213,1274,1274,6411,113.3693598620 ,23.1234502074 ,113.3692840020 ,23.1226324222 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,94.47577998
214,1397,1397,6410,113.3694207370 ,23.1243081929 ,113.3693598620 ,23.1234502074 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,94.47577998
215,1504,1504,6409,113.3694286900 ,23.1248553622 ,113.3694207370 ,23.1243081929 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,60.12675932
216,1577,1577,6408,113.3694436500 ,23.1252099022 ,113.3694286900 ,23.1248553622 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,38.98541142
217,1617,1617,6407,113.3694516270 ,23.1254177093 ,113.3694436500 ,23.1252099022 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,22.84757594
218,1879,1879,6406,113.3694435740 ,23.1263157540 ,113.3694516270 ,23.1254177093 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,98.67761252
219,2045,2045,6405,113.3694135470 ,23.1271909321 ,113.3694435740 ,23.1263157540 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,64.93566746
220,2126,2126,6404,113.3694204980 ,23.1277818855 ,113.3694135470 ,23.1271909321 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,64.93566746
221,2194,2194,6403,113.3694434470 ,23.1281594080 ,113.3694204980 ,23.1277818855 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,41.54627911
222,2219,2219,6402,113.3694584190 ,23.1283329217 ,113.3694434470 ,23.1281594080 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,19.12564007
223,2281,2281,6401,113.3695203220 ,23.1287598824 ,113.3694584190 ,23.1283329217 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,69.25284908
224,2358,2358,6400,113.3696341550 ,23.1293813089 ,113.3695203220 ,23.1287598824 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,69.25284908
225,2397,2397,6399,113.3697100540 ,23.1296481198 ,113.3696341550 ,23.1293813089 ,2042,2143,1,,440183,137,440100,4??,114975,118601521,5112,trunk,科韵路, ,F,0,0,F,F,30.31372614
226,1167,1167,3267,113.3467032750 ,23.1224660189 ,113.3467033120 ,23.1219150431 ,2044,2145,1,,440183,137,440100,4??,114977,118601530,5111,motorway,华南快速干线,S303,F,0,0,F,F,75.73625558
227,1251,1251,3266,113.3466652950 ,23.1231544029 ,113.3467032750 ,23.1224660189 ,2044,2145,1,,440183,137,440100,4??,114977,118601530,5111,motorway,华南快速干线,S303,F,0,0,F,F,82.63643996
228,1350,1350,3265,113.3466273120 ,23.1239056616 ,113.3466652950 ,23.1231544029 ,2044,2145,1,,440183,137,440100,4??,114977,118601530,5111,motorway,华南快速干线,S303,F,0,0,F,F,82.63643996
229,1509,1509,3264,113.3465593650 ,23.1248952745 ,113.3466273120 ,23.1239056616 ,2044,2145,1,,440183,137,440100,4??,114977,118601530,5111,motorway,华南快速干线,S303,F,0,0,F,F,256.2879179
230,692,692,6417,113.3688347130 ,23.1195499695 ,113.3687968150 ,23.1186710701 ,2049,2150,1,,440183,137,440100,4??,114982,118601550,5112,trunk,科韵路, ,F,0,0,F,F,15.88672722
231,711,711,6416,113.3688576770 ,23.1196929859 ,113.3688347130 ,23.1195499695 ,2049,2150,1,,440183,137,440100,4??,114982,118601550,5112,trunk,科韵路, ,F,0,0,F,F,96.09885769
232,795,795,6415,113.3689944650 ,23.1205583827 ,113.3688576770 ,23.1196929859 ,2049,2150,1,,440183,137,440100,4??,114982,118601550,5112,trunk,科韵路, ,F,0,0,F,F,119.3509309
233,940,940,6414,113.3691622050 ,23.1216334613 ,113.3689944650 ,23.1205583827 ,2049,2150,1,,440183,137,440100,4??,114982,118601550,5112,trunk,科韵路, ,F,0,0,F,F,119.3509309
234,1033,1033,6543,113.3694438540 ,23.1222338112 ,113.3707474780 ,23.1219292553 ,2051,2152,1,,440183,137,440100,4??,114984,118601558,5132,trunk_link, , ,F,0,0,F,F,136.6445074
235,1040,1040,6542,113.3693149940 ,23.1222548422 ,113.3694438540 ,23.1222338112 ,2051,2152,1,,440183,137,440100,4??,114984,118601558,5132,trunk_link, , ,F,0,0,F,F,5.923923777
236,1045,1045,6542,113.3693149940 ,23.1222548422 ,113.3694438540 ,23.1222338112 ,2051,2152,1,,440183,137,440100,4??,114984,118601558,5132,trunk_link, , ,F,0,0,F,F,5.923923777
237,1255,1255,6280,113.3694138590 ,23.1226322815 ,113.3694587700 ,23.1232098980 ,2052,2153,1,,440183,137,440100,4??,114985,118601566,5112,trunk,科韵路, ,F,0,0,F,F,27.0618966
238,1310,1310,6281,113.3694587700 ,23.1232098980 ,113.3694976960 ,23.1236674701 ,2052,2153,1,,440183,137,440100,4??,114985,118601566,5112,trunk,科韵路, ,F,0,0,F,F,63.63088688
239,1975,1975,2984,113.3466880950 ,23.1254899161 ,113.3466041600 ,23.1267216585 ,2064,2165,1,,440183,137,440100,4??,114997,118601608,5111,motorway,华南快速干线,S303,F,0,1,T,F,135.6082963
240,2099,2099,2985,113.3466041600 ,23.1267216585 ,113.3465361940 ,23.1280011555 ,2064,2165,1,,440183,137,440100,4??,114997,118601608,5111,motorway,华南快速干线,S303,F,0,1,T,F,97.84002442
241,2124,2124,2985,113.3466041600 ,23.1267216585 ,113.3465361940 ,23.1280011555 ,2064,2165,1,,440183,137,440100,4??,114997,118601608,5111,motorway,华南快速干线,S303,F,0,1,T,F,97.84002442
242,2152,2152,2985,113.3466041600 ,23.1267216585 ,113.3465361940 ,23.1280011555 ,2064,2165,1,,440183,137,440100,4??,114997,118601608,5111,motorway,华南快速干线,S303,F,0,1,T,F,97.84002442
243,2336,2336,2986,113.3465361940 ,23.1280011555 ,113.3464522660 ,23.1291433357 ,2064,2165,1,,440183,137,440100,4??,114997,118601608,5111,motorway,华南快速干线,S303,F,0,1,T,F,125.7878523
244,2454,2454,2987,113.3464522660 ,23.1291433357 ,113.3463913210 ,23.1299384178 ,2064,2165,1,,440183,137,440100,4??,114997,118601608,5111,motorway,华南快速干线,S303,F,0,1,T,F,125.7878523
245,1021,1021,6413,113.3692310930 ,23.1221539744 ,113.3691622050 ,23.1216334613 ,2069,2170,1,,440183,137,440100,4??,115002,118601623,5112,trunk, , ,F,0,-1,F,T,13.0833371
246,1738,1738,5603,113.3220704760 ,23.1258783521 ,113.3219487280 ,23.1258690889 ,2075,2176,1,,440183,137,440100,4??,116221,119029072,5114,secondary, , ,F,0,0,F,F,12.41426186
247,1739,1739,5604,113.3219487280 ,23.1258690889 ,113.3218579150 ,23.1258787588 ,2075,2176,1,,440183,137,440100,4??,116221,119029072,5114,secondary, , ,F,0,0,F,F,9.289718265
248,1741,1741,5602,113.3221393340 ,23.1258877165 ,113.3220704760 ,23.1258783521 ,2075,2176,1,,440183,137,440100,4??,116221,119029072,5114,secondary, , ,F,0,0,F,F,15.34148499
249,1743,1743,5451,113.3222690650 ,23.1258951652 ,113.3222690680 ,23.1258607791 ,2075,2176,1,,440183,137,440100,4??,116221,119029072,5114,secondary, , ,F,0,0,F,F,3.77822847
250,1747,1747,5605,113.3218579150 ,23.1258787588 ,113.3213090450 ,23.1259159941 ,2075,2176,1,,440183,137,440100,4??,116221,119029072,5114,secondary, , ,F,0,0,F,F,9.289718265
